query_id,query_articleType,query_path,rank,retrieved_id,retrieved_articleType,retrieved_path,distance
2484,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/2484.jpg,4,14299,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/14299.jpg,0.25986657
2484,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/2484.jpg,5,6790,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/6790.jpg,0.2670847
41043,Watches,./A2_FashionDataset/FashionDataset/train/images_train/41043.jpg,1,28578,Watches,./A2_FashionDataset/FashionDataset/train/images_train/28578.jpg,0.040243275
41043,Watches,./A2_FashionDataset/FashionDataset/train/images_train/41043.jpg,2,31817,Watches,./A2_FashionDataset/FashionDataset/train/images_train/31817.jpg,0.052506164
41043,Watches,./A2_FashionDataset/FashionDataset/train/images_train/41043.jpg,3,51655,Watches,./A2_FashionDataset/FashionDataset/train/images_train/51655.jpg,0.054999113
41043,Watches,./A2_FashionDataset/FashionDataset/train/images_train/41043.jpg,4,29521,Watches,./A2_FashionDataset/FashionDataset/train/images_train/29521.jpg,0.056891836
41043,Watches,./A2_FashionDataset/FashionDataset/train/images_train/41043.jpg,5,29417,Watches,./A2_FashionDataset/FashionDataset/train/images_train/29417.jpg,0.060550604
43195,Watches,./A2_FashionDataset/FashionDataset/train/images_train/43195.jpg,1,11208,Watches,./A2_FashionDataset/FashionDataset/train/images_train/11208.jpg,0.045155223
43195,Watches,./A2_FashionDataset/FashionDataset/train/images_train/43195.jpg,2,25675,Watches,./A2_FashionDataset/FashionDataset/train/images_train/25675.jpg,0.047233485
43195,Watches,./A2_FashionDataset/FashionDataset/train/images_train/43195.jpg,3,45877,Watches,./A2_FashionDataset/FashionDataset/train/images_train/45877.jpg,0.052165482
43195,Watches,./A2_FashionDataset/FashionDataset/train/images_train/43195.jpg,4,33925,Watches,./A2_FashionDataset/FashionDataset/train/images_train/33925.jpg,0.055162683
43195,Watches,./A2_FashionDataset/FashionDataset/train/images_train/43195.jpg,5,45289,Watches,./A2_FashionDataset/FashionDataset/train/images_train/45289.jpg,0.06326719
32210,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/32210.jpg,1,18758,Dresses,./A2_FashionDataset/FashionDataset/train/images_train/18758.jpg,0.022292424
32210,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/32210.jpg,2,25962,Tunics,./A2_FashionDataset/FashionDataset/train/images_train/25962.jpg,0.028072298
32210,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/32210.jpg,3,34914,Dupatta,./A2_FashionDataset/FashionDataset/train/images_train/34914.jpg,0.02900425
32210,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/32210.jpg,4,32211,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/32211.jpg,0.03297048
32210,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/32210.jpg,5,34567,Dresses,./A2_FashionDataset/FashionDataset/train/images_train/34567.jpg,0.03838195
26319,Track Pants,./A2_FashionDataset/FashionDataset/train/images_train/26319.jpg,1,30617,Track Pants,./A2_FashionDataset/FashionDataset/train/images_train/30617.jpg,0.09858698
26319,Track Pants,./A2_FashionDataset/FashionDataset/train/images_train/26319.jpg,2,27406,Lounge Shorts,./A2_FashionDataset/FashionDataset/train/images_train/27406.jpg,0.11563673
26319,Track Pants,./A2_FashionDataset/FashionDataset/train/images_train/26319.jpg,3,17926,Capris,./A2_FashionDataset/FashionDataset/train/images_train/17926.jpg,0.13466948
26319,Track Pants,./A2_FashionDataset/FashionDataset/train/images_train/26319.jpg,4,12810,Track Pants,./A2_FashionDataset/FashionDataset/train/images_train/12810.jpg,0.13730587
26319,Track Pants,./A2_FashionDataset/FashionDataset/train/images_train/26319.jpg,5,31464,Capris,./A2_FashionDataset/FashionDataset/train/images_train/31464.jpg,0.14187795
18995,Caps,./A2_FashionDataset/FashionDataset/train/images_train/18995.jpg,1,25868,Backpacks,./A2_FashionDataset/FashionDataset/train/images_train/25868.jpg,0.05047382
18995,Caps,./A2_FashionDataset/FashionDataset/train/images_train/18995.jpg,2,38316,Handbags,./A2_FashionDataset/FashionDataset/train/images_train/38316.jpg,0.061407544
18995,Caps,./A2_FashionDataset/FashionDataset/train/images_train/18995.jpg,3,30197,Backpacks,./A2_FashionDataset/FashionDataset/train/images_train/30197.jpg,0.06623354
18995,Caps,./A2_FashionDataset/FashionDataset/train/images_train/18995.jpg,4,18440,Laptop Bag,./A2_FashionDataset/FashionDataset/train/images_train/18440.jpg,0.0695054
18995,Caps,./A2_FashionDataset/FashionDataset/train/images_train/18995.jpg,5,30198,Backpacks,./A2_FashionDataset/FashionDataset/train/images_train/30198.jpg,0.08435053
3679,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/3679.jpg,1,2171,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/2171.jpg,0.00095994456
3679,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/3679.jpg,2,5885,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/5885.jpg,0.002427741
3679,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/3679.jpg,3,42589,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/42589.jpg,0.0030463692
3679,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/3679.jpg,4,26297,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/26297.jpg,0.0048573567
3679,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/3679.jpg,5,15933,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/15933.jpg,0.0056497264
27344,Perfume and Body Mist,./A2_FashionDataset/FashionDataset/train/images_train/27344.jpg,1,44040,Perfume and Body Mist,./A2_FashionDataset/FashionDataset/train/images_train/44040.jpg,0.2184053
27344,Perfume and Body Mist,./A2_FashionDataset/FashionDataset/train/images_train/27344.jpg,2,44042,Perfume and Body Mist,./A2_FashionDataset/FashionDataset/train/images_train/44042.jpg,0.22665356
27344,Perfume and Body Mist,./A2_FashionDataset/FashionDataset/train/images_train/27344.jpg,3,43155,Watches,./A2_FashionDataset/FashionDataset/train/images_train/43155.jpg,0.23184384
27344,Perfume and Body Mist,./A2_FashionDataset/FashionDataset/train/images_train/27344.jpg,4,43986,Perfume and Body Mist,./A2_FashionDataset/FashionDataset/train/images_train/43986.jpg,0.24646701
27344,Perfume and Body Mist,./A2_FashionDataset/FashionDataset/train/images_train/27344.jpg,5,8100,Watches,./A2_FashionDataset/FashionDataset/train/images_train/8100.jpg,0.24790522
13573,Innerwear Vests,./A2_FashionDataset/FashionDataset/train/images_train/13573.jpg,1,17237,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/17237.jpg,0.00081786315
13573,Innerwear Vests,./A2_FashionDataset/FashionDataset/train/images_train/13573.jpg,2,36874,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/36874.jpg,0.0011800192
13573,Innerwear Vests,./A2_FashionDataset/FashionDataset/train/images_train/13573.jpg,3,4392,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/4392.jpg,0.0014432245
13573,Innerwear Vests,./A2_FashionDataset/FashionDataset/train/images_train/13573.jpg,4,21402,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/21402.jpg,0.00149662
13573,Innerwear Vests,./A2_FashionDataset/FashionDataset/train/images_train/13573.jpg,5,48426,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/48426.jpg,0.0017107831
42703,Flats,./A2_FashionDataset/FashionDataset/train/images_train/42703.jpg,1,49620,Heels,./A2_FashionDataset/FashionDataset/train/images_train/49620.jpg,0.03321874
42703,Flats,./A2_FashionDataset/FashionDataset/train/images_train/42703.jpg,2,39613,Heels,./A2_FashionDataset/FashionDataset/train/images_train/39613.jpg,0.033666484
42703,Flats,./A2_FashionDataset/FashionDataset/train/images_train/42703.jpg,3,42733,Flats,./A2_FashionDataset/FashionDataset/train/images_train/42733.jpg,0.035072926
42703,Flats,./A2_FashionDataset/FashionDataset/train/images_train/42703.jpg,4,39621,Heels,./A2_FashionDataset/FashionDataset/train/images_train/39621.jpg,0.03571624
42703,Flats,./A2_FashionDataset/FashionDataset/train/images_train/42703.jpg,5,41743,Heels,./A2_FashionDataset/FashionDataset/train/images_train/41743.jpg,0.039584562
19824,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/19824.jpg,1,2170,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/2170.jpg,0.0015527164
19824,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/19824.jpg,2,15086,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/15086.jpg,0.0035108598
19824,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/19824.jpg,3,16923,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/16923.jpg,0.003645927
19824,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/19824.jpg,4,15088,Kurtis,./A2_FashionDataset/FashionDataset/train/images_train/15088.jpg,0.0073808352
19824,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/19824.jpg,5,9726,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/9726.jpg,0.0079473555
45399,Flats,./A2_FashionDataset/FashionDataset/train/images_train/45399.jpg,1,33132,Heels,./A2_FashionDataset/FashionDataset/train/images_train/33132.jpg,0.019096136
45399,Flats,./A2_FashionDataset/FashionDataset/train/images_train/45399.jpg,2,46613,Heels,./A2_FashionDataset/FashionDataset/train/images_train/46613.jpg,0.019281952
45399,Flats,./A2_FashionDataset/FashionDataset/train/images_train/45399.jpg,3,14366,Heels,./A2_FashionDataset/FashionDataset/train/images_train/14366.jpg,0.021357805
45399,Flats,./A2_FashionDataset/FashionDataset/train/images_train/45399.jpg,4,17004,Flats,./A2_FashionDataset/FashionDataset/train/images_train/17004.jpg,0.0222384
45399,Flats,./A2_FashionDataset/FashionDataset/train/images_train/45399.jpg,5,13144,Heels,./A2_FashionDataset/FashionDataset/train/images_train/13144.jpg,0.023811933
10411,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/10411.jpg,1,8450,Tops,./A2_FashionDataset/FashionDataset/train/images_train/8450.jpg,0.048219178
10411,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/10411.jpg,2,31791,Tops,./A2_FashionDataset/FashionDataset/train/images_train/31791.jpg,0.06519997
10411,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/10411.jpg,3,19593,Tops,./A2_FashionDataset/FashionDataset/train/images_train/19593.jpg,0.06768684
10411,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/10411.jpg,4,49638,Tops,./A2_FashionDataset/FashionDataset/train/images_train/49638.jpg,0.07010563
10411,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/10411.jpg,5,34594,Tops,./A2_FashionDataset/FashionDataset/train/images_train/34594.jpg,0.07416115
50295,Ties,./A2_FashionDataset/FashionDataset/train/images_train/50295.jpg,1,50297,Ties,./A2_FashionDataset/FashionDataset/train/images_train/50297.jpg,0.03962487
50295,Ties,./A2_FashionDataset/FashionDataset/train/images_train/50295.jpg,2,49756,Ties,./A2_FashionDataset/FashionDataset/train/images_train/49756.jpg,0.07043768
50295,Ties,./A2_FashionDataset/FashionDataset/train/images_train/50295.jpg,3,50284,Ties,./A2_FashionDataset/FashionDataset/train/images_train/50284.jpg,0.07561922
50295,Ties,./A2_FashionDataset/FashionDataset/train/images_train/50295.jpg,4,9149,Jeans,./A2_FashionDataset/FashionDataset/train/images_train/9149.jpg,0.079242855
50295,Ties,./A2_FashionDataset/FashionDataset/train/images_train/50295.jpg,5,50288,Ties,./A2_FashionDataset/FashionDataset/train/images_train/50288.jpg,0.107884616
13934,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/13934.jpg,1,16388,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/16388.jpg,0.010190526
13934,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/13934.jpg,2,16358,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/16358.jpg,0.012707714
13934,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/13934.jpg,3,12031,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/12031.jpg,0.017738424
13934,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/13934.jpg,4,12030,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/12030.jpg,0.017968938
13934,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/13934.jpg,5,16357,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/16357.jpg,0.019131895
46509,Watches,./A2_FashionDataset/FashionDataset/train/images_train/46509.jpg,1,26349,Watches,./A2_FashionDataset/FashionDataset/train/images_train/26349.jpg,0.004177928
46509,Watches,./A2_FashionDataset/FashionDataset/train/images_train/46509.jpg,2,46453,Watches,./A2_FashionDataset/FashionDataset/train/images_train/46453.jpg,0.006315314
46509,Watches,./A2_FashionDataset/FashionDataset/train/images_train/46509.jpg,3,25682,Watches,./A2_FashionDataset/FashionDataset/train/images_train/25682.jpg,0.0071923234
46509,Watches,./A2_FashionDataset/FashionDataset/train/images_train/46509.jpg,4,43203,Watches,./A2_FashionDataset/FashionDataset/train/images_train/43203.jpg,0.00861377
46509,Watches,./A2_FashionDataset/FashionDataset/train/images_train/46509.jpg,5,25680,Watches,./A2_FashionDataset/FashionDataset/train/images_train/25680.jpg,0.009563219
19082,Kurtis,./A2_FashionDataset/FashionDataset/train/images_train/19082.jpg,1,30874,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/30874.jpg,0.0076652938
19082,Kurtis,./A2_FashionDataset/FashionDataset/train/images_train/19082.jpg,2,22752,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/22752.jpg,0.01128869
19082,Kurtis,./A2_FashionDataset/FashionDataset/train/images_train/19082.jpg,3,28725,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/28725.jpg,0.0122473575
19082,Kurtis,./A2_FashionDataset/FashionDataset/train/images_train/19082.jpg,4,11593,Kurtis,./A2_FashionDataset/FashionDataset/train/images_train/11593.jpg,0.0125691295
19082,Kurtis,./A2_FashionDataset/FashionDataset/train/images_train/19082.jpg,5,11551,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/11551.jpg,0.013041477
5775,Tops,./A2_FashionDataset/FashionDataset/train/images_train/5775.jpg,1,35441,Tops,./A2_FashionDataset/FashionDataset/train/images_train/35441.jpg,0.04531212
5775,Tops,./A2_FashionDataset/FashionDataset/train/images_train/5775.jpg,2,37566,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/37566.jpg,0.05503697
5775,Tops,./A2_FashionDataset/FashionDataset/train/images_train/5775.jpg,3,51225,Tunics,./A2_FashionDataset/FashionDataset/train/images_train/51225.jpg,0.07234503
5775,Tops,./A2_FashionDataset/FashionDataset/train/images_train/5775.jpg,4,37531,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/37531.jpg,0.10506928
5775,Tops,./A2_FashionDataset/FashionDataset/train/images_train/5775.jpg,5,8488,Tops,./A2_FashionDataset/FashionDataset/train/images_train/8488.jpg,0.13492951
5868,Casual Shoes,./A2_FashionDataset/FashionDataset/train/images_train/5868.jpg,1,45594,Casual Shoes,./A2_FashionDataset/FashionDataset/train/images_train/45594.jpg,0.0034671475
5868,Casual Shoes,./A2_FashionDataset/FashionDataset/train/images_train/5868.jpg,2,49407,Casual Shoes,./A2_FashionDataset/FashionDataset/train/images_train/49407.jpg,0.0046457006
5868,Casual Shoes,./A2_FashionDataset/FashionDataset/train/images_train/5868.jpg,3,22164,Casual Shoes,./A2_FashionDataset/FashionDataset/train/images_train/22164.jpg,0.0058410107
5868,Casual Shoes,./A2_FashionDataset/FashionDataset/train/images_train/5868.jpg,4,49378,Casual Shoes,./A2_FashionDataset/FashionDataset/train/images_train/49378.jpg,0.0058426666
5868,Casual Shoes,./A2_FashionDataset/FashionDataset/train/images_train/5868.jpg,5,7332,Casual Shoes,./A2_FashionDataset/FashionDataset/train/images_train/7332.jpg,0.0070638107
28476,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/28476.jpg,1,9917,Handbags,./A2_FashionDataset/FashionDataset/train/images_train/9917.jpg,0.020624194
28476,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/28476.jpg,2,42537,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/42537.jpg,0.035828363
28476,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/28476.jpg,3,40656,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/40656.jpg,0.038670532
28476,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/28476.jpg,4,45861,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/45861.jpg,0.040788956
28476,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/28476.jpg,5,7141,Tunics,./A2_FashionDataset/FashionDataset/train/images_train/7141.jpg,0.044490118
11699,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/11699.jpg,1,41397,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/41397.jpg,0.031777572
11699,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/11699.jpg,2,42598,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/42598.jpg,0.04541353
11699,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/11699.jpg,3,25533,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/25533.jpg,0.05671302
11699,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/11699.jpg,4,16470,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/16470.jpg,0.06352647
11699,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/11699.jpg,5,6504,Jackets,./A2_FashionDataset/FashionDataset/train/images_train/6504.jpg,0.06432283
41764,Tops,./A2_FashionDataset/FashionDataset/train/images_train/41764.jpg,1,11169,Sweaters,./A2_FashionDataset/FashionDataset/train/images_train/11169.jpg,0.019450467
41764,Tops,./A2_FashionDataset/FashionDataset/train/images_train/41764.jpg,2,14960,Jackets,./A2_FashionDataset/FashionDataset/train/images_train/14960.jpg,0.044509694
41764,Tops,./A2_FashionDataset/FashionDataset/train/images_train/41764.jpg,3,14102,Tops,./A2_FashionDataset/FashionDataset/train/images_train/14102.jpg,0.05181305
41764,Tops,./A2_FashionDataset/FashionDataset/train/images_train/41764.jpg,4,19163,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/19163.jpg,0.0530806
41764,Tops,./A2_FashionDataset/FashionDataset/train/images_train/41764.jpg,5,14989,Sweatshirts,./A2_FashionDataset/FashionDataset/train/images_train/14989.jpg,0.053781226
24233,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/24233.jpg,1,35046,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/35046.jpg,0.020039143
24233,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/24233.jpg,2,34916,Dupatta,./A2_FashionDataset/FashionDataset/train/images_train/34916.jpg,0.030788809
24233,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/24233.jpg,3,35007,Stoles,./A2_FashionDataset/FashionDataset/train/images_train/35007.jpg,0.032684192
24233,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/24233.jpg,4,42681,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/42681.jpg,0.035515927
24233,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/24233.jpg,5,40632,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/40632.jpg,0.035825465
2681,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/2681.jpg,1,25025,Jackets,./A2_FashionDataset/FashionDataset/train/images_train/25025.jpg,0.025126845
2681,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/2681.jpg,2,2176,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/2176.jpg,0.069699645
2681,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/2681.jpg,3,15626,Jackets,./A2_FashionDataset/FashionDataset/train/images_train/15626.jpg,0.0706826
2681,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/2681.jpg,4,15618,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/15618.jpg,0.08276769
2681,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/2681.jpg,5,15602,Sweatshirts,./A2_FashionDataset/FashionDataset/train/images_train/15602.jpg,0.08734752
12708,Sports Shoes,./A2_FashionDataset/FashionDataset/train/images_train/12708.jpg,1,44753,Casual Shoes,./A2_FashionDataset/FashionDataset/train/images_train/44753.jpg,0.003127221
12708,Sports Shoes,./A2_FashionDataset/FashionDataset/train/images_train/12708.jpg,2,46799,Sports Shoes,./A2_FashionDataset/FashionDataset/train/images_train/46799.jpg,0.0038977647
12708,Sports Shoes,./A2_FashionDataset/FashionDataset/train/images_train/12708.jpg,3,39677,Casual Shoes,./A2_FashionDataset/FashionDataset/train/images_train/39677.jpg,0.0055812364
12708,Sports Shoes,./A2_FashionDataset/FashionDataset/train/images_train/12708.jpg,4,42140,Sports Shoes,./A2_FashionDataset/FashionDataset/train/images_train/42140.jpg,0.005676212
12708,Sports Shoes,./A2_FashionDataset/FashionDataset/train/images_train/12708.jpg,5,1842,Sports Shoes,./A2_FashionDataset/FashionDataset/train/images_train/1842.jpg,0.0064082183
12973,Sports Shoes,./A2_FashionDataset/FashionDataset/train/images_train/12973.jpg,1,4515,Sports Shoes,./A2_FashionDataset/FashionDataset/train/images_train/4515.jpg,0.0010759578
12973,Sports Shoes,./A2_FashionDataset/FashionDataset/train/images_train/12973.jpg,2,24217,Sports Shoes,./A2_FashionDataset/FashionDataset/train/images_train/24217.jpg,0.001344173
12973,Sports Shoes,./A2_FashionDataset/FashionDataset/train/images_train/12973.jpg,3,12954,Sports Shoes,./A2_FashionDataset/FashionDataset/train/images_train/12954.jpg,0.0019848389
12973,Sports Shoes,./A2_FashionDataset/FashionDataset/train/images_train/12973.jpg,4,35935,Sports Shoes,./A2_FashionDataset/FashionDataset/train/images_train/35935.jpg,0.0025403802
12973,Sports Shoes,./A2_FashionDataset/FashionDataset/train/images_train/12973.jpg,5,15305,Sports Shoes,./A2_FashionDataset/FashionDataset/train/images_train/15305.jpg,0.0030272095
15112,Trousers,./A2_FashionDataset/FashionDataset/train/images_train/15112.jpg,1,16060,Trousers,./A2_FashionDataset/FashionDataset/train/images_train/16060.jpg,0.08741153
15112,Trousers,./A2_FashionDataset/FashionDataset/train/images_train/15112.jpg,2,41424,Trousers,./A2_FashionDataset/FashionDataset/train/images_train/41424.jpg,0.12043665
15112,Trousers,./A2_FashionDataset/FashionDataset/train/images_train/15112.jpg,3,31425,Trousers,./A2_FashionDataset/FashionDataset/train/images_train/31425.jpg,0.1251593
15112,Trousers,./A2_FashionDataset/FashionDataset/train/images_train/15112.jpg,4,46742,Track Pants,./A2_FashionDataset/FashionDataset/train/images_train/46742.jpg,0.12852307
15112,Trousers,./A2_FashionDataset/FashionDataset/train/images_train/15112.jpg,5,16056,Trousers,./A2_FashionDataset/FashionDataset/train/images_train/16056.jpg,0.15958208
33425,Handbags,./A2_FashionDataset/FashionDataset/train/images_train/33425.jpg,1,20527,Handbags,./A2_FashionDataset/FashionDataset/train/images_train/20527.jpg,0.05800829
33425,Handbags,./A2_FashionDataset/FashionDataset/train/images_train/33425.jpg,2,15669,Laptop Bag,./A2_FashionDataset/FashionDataset/train/images_train/15669.jpg,0.058778446
33425,Handbags,./A2_FashionDataset/FashionDataset/train/images_train/33425.jpg,3,42924,Wallets,./A2_FashionDataset/FashionDataset/train/images_train/42924.jpg,0.061650723
33425,Handbags,./A2_FashionDataset/FashionDataset/train/images_train/33425.jpg,4,16075,Laptop Bag,./A2_FashionDataset/FashionDataset/train/images_train/16075.jpg,0.0652403
33425,Handbags,./A2_FashionDataset/FashionDataset/train/images_train/33425.jpg,5,51892,Wallets,./A2_FashionDataset/FashionDataset/train/images_train/51892.jpg,0.11028604
31235,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/31235.jpg,1,21594,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/21594.jpg,0.003998449
31235,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/31235.jpg,2,2207,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/2207.jpg,0.004794024
31235,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/31235.jpg,3,18862,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/18862.jpg,0.012048513
31235,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/31235.jpg,4,15583,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/15583.jpg,0.012189517
31235,Tshirts,./A2_FashionDataset/FashionDataset/train/images_train/31235.jpg,5,33057,Shirts,./A2_FashionDataset/FashionDataset/train/images_train/33057.jpg,0.014126835
15110,Trousers,./A2_FashionDataset/FashionDataset/train/images_train/15110.jpg,1,16622,Trousers,./A2_FashionDataset/FashionDataset/train/images_train/16622.jpg,0.0397703
15110,Trousers,./A2_FashionDataset/FashionDataset/train/images_train/15110.jpg,2,26140,Trousers,./A2_FashionDataset/FashionDataset/train/images_train/26140.jpg,0.04611259
15110,Trousers,./A2_FashionDataset/FashionDataset/train/images_train/15110.jpg,3,15127,Trousers,./A2_FashionDataset/FashionDataset/train/images_train/15127.jpg,0.061330806
15110,Trousers,./A2_FashionDataset/FashionDataset/train/images_train/15110.jpg,4,49993,Lounge Shorts,./A2_FashionDataset/FashionDataset/train/images_train/49993.jpg,0.062352367
15110,Trousers,./A2_FashionDataset/FashionDataset/train/images_train/15110.jpg,5,15129,Trousers,./A2_FashionDataset/FashionDataset/train/images_train/15129.jpg,0.067758046
24557,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/24557.jpg,1,39478,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/39478.jpg,0.017416865
24557,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/24557.jpg,2,20092,Kurtis,./A2_FashionDataset/FashionDataset/train/images_train/20092.jpg,0.019002046
24557,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/24557.jpg,3,20382,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/20382.jpg,0.024695411
24557,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/24557.jpg,4,47004,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/47004.jpg,0.032000974
24557,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/24557.jpg,5,28872,Kurtas,./A2_FashionDataset/FashionDataset/train/images_train/28872.jpg,0.032821406
31983,Laptop Bag,./A2_FashionDataset/FashionDataset/train/images_train/31983.jpg,1,25215,Handbags,./A2_FashionDataset/FashionDataset/train/images_train/25215.jpg,0.039079703
31983,Laptop Bag,./A2_FashionDataset/FashionDataset/train/images_train/31983.jpg,2,29190,Laptop Bag,./A2_FashionDataset/FashionDataset/train/images_train/29190.jpg,0.05107978
31983,Laptop Bag,./A2_FashionDataset/FashionDataset/train/images_train/31983.jpg,3,25159,Handbags,./A2_FashionDataset/FashionDataset/train/images_train/25159.jpg,0.055313416
31983,Laptop Bag,./A2_FashionDataset/FashionDataset/train/images_train/31983.jpg,4,47376,Handbags,./A2_FashionDataset/FashionDataset/train/images_train/47376.jpg,0.056665275
31983,Laptop Bag,./A2_FashionDataset/FashionDataset/train/images_train/31983.jpg,5,25183,Handbags,./A2_FashionDataset/FashionDataset/train/images_train/25183.jpg,0.057269704
42924,Wallets,./A2_FashionDataset/FashionDataset/train/images_train/42924.jpg,1,15669,Laptop Bag,./A2_FashionDataset/FashionDataset/train/images_train/15669.jpg,0.043156087
42924,Wallets,./A2_FashionDataset/FashionDataset/train/images_train/42924.jpg,2,16075,Laptop Bag,./A2_FashionDataset/FashionDataset/train/images_train/16075.jpg,0.046824984
