id,gender,articleType,season,usage
54082,Men,Shirts,Summer,Casual
54083,Men,Kurtis,Summer,Casual
54084,Women,Tshirts,Summer,Casual
54086,Women,Tshirts,Summer,Ethnic
54087,Women,Tops,Summer,Ethnic
54088,Women,Tops,Summer,Casual
54089,Men,Tshirts,Summer,Casual
54090,Women,Shirts,Summer,Casual
54095,Women,Caps,Summer,Casual
54103,Women,Bangle,Winter,Casual
54104,Women,Heels,Winter,Casual
54105,Women,Bracelet,Winter,Casual
54106,Women,Flip Flops,Winter,Casual
54107,Women,Heels,Winter,Casual
54108,Women,Heels,Winter,Casual
54109,Women,Bracelet,Winter,Casual
54110,Women,Flip Flops,Winter,Casual
54111,Women,Heels,Winter,Casual
54112,Women,Heels,Winter,Casual
54113,Women,Heels,Winter,Casual
54114,Women,Flip Flops,Winter,Casual
54115,Women,Heels,Winter,Casual
54116,Women,Flip Flops,Winter,Casual
54117,Women,Flip Flops,Winter,Casual
54118,Women,Flip Flops,Winter,Casual
54119,Women,Heels,Winter,Casual
54120,Women,Flip Flops,Winter,Casual
54121,Women,Flip Flops,Winter,Casual
54122,Women,Flip Flops,Winter,Casual
54123,Women,Heels,Winter,Casual
54124,Women,Flip Flops,Winter,Casual
54125,Women,Heels,Winter,Casual
54126,Women,Heels,Winter,Casual
54127,Women,Heels,Winter,Casual
54128,Women,Heels,Winter,Casual
54129,Women,Flip Flops,Winter,Casual
54130,Women,Heels,Winter,Casual
54131,Women,Heels,Winter,Casual
54132,Women,Flip Flops,Winter,Casual
54133,Women,Heels,Winter,Casual
54134,Women,Heels,Winter,Casual
54135,Women,Flip Flops,Winter,Casual
54136,Women,Flip Flops,Winter,Casual
54137,Women,Heels,Winter,Casual
54138,Women,Heels,Winter,Casual
54139,Women,Heels,Winter,Casual
54140,Women,Heels,Winter,Casual
54141,Women,Heels,Winter,Casual
54142,Women,Heels,Winter,Casual
54143,Women,Heels,Winter,Casual
54144,Women,Heels,Winter,Casual
54145,Women,Sandals,Winter,Casual
54146,Women,Dresses,Summer,Casual
54147,Men,Necklace and Chains,Winter,Casual
54148,Women,Handbags,Winter,Casual
54149,Women,Necklace and Chains,Summer,Casual
54150,Women,Necklace and Chains,Summer,Casual
54151,Women,Necklace and Chains,Summer,Casual
54152,Women,Jewellery Set,Winter,Casual
54153,Women,Necklace and Chains,Winter,Casual
54154,Women,Necklace and Chains,Summer,Casual
54155,Women,Necklace and Chains,Summer,Casual
54156,Women,Jewellery Set,Summer,Casual
54157,Women,Necklace and Chains,Summer,Casual
54158,Women,Necklace and Chains,Winter,Casual
54159,Women,Necklace and Chains,Winter,Casual
54160,Women,Necklace and Chains,Summer,Casual
54161,Women,Perfume and Body Mist,Summer,Casual
54162,Women,Necklace and Chains,Winter,Casual
54163,Women,Necklace and Chains,Summer,Casual
54164,Women,Necklace and Chains,Summer,Casual
54165,Women,Necklace and Chains,Winter,Casual
54166,Women,Necklace and Chains,Winter,Casual
54167,Women,Necklace and Chains,Summer,Casual
54168,Men,Necklace and Chains,Summer,Casual
54169,Women,Necklace and Chains,Summer,Casual
54170,Women,Necklace and Chains,Summer,Casual
54171,Women,Pendant,Summer,Casual
54172,Women,Necklace and Chains,Winter,Casual
54173,Women,Necklace and Chains,Summer,Casual
54174,Women,Necklace and Chains,Winter,Casual
54175,Men,Necklace and Chains,Summer,Casual
54176,Women,Necklace and Chains,Summer,Casual
54177,Women,Tshirts,Winter,Casual
54178,Women,Handbags,Winter,Casual
54182,Women,Handbags,Winter,Casual
54183,Women,Handbags,Summer,Casual
54185,Men,Backpacks,Winter,Casual
54186,Men,Briefs,Summer,Casual
54187,Men,Briefs,Summer,Casual
54188,Men,Briefs,Summer,Casual
54189,Men,Briefs,Summer,Casual
54192,Women,Trousers,Summer,Casual
54194,Women,Lounge Pants,Summer,Casual
54200,Men,Shorts,Summer,Casual
54202,Men,Shirts,Summer,Casual
54225,Women,Trousers,Summer,Casual
54226,Women,Lounge Pants,Summer,Casual
54228,Women,Flip Flops,Winter,Casual
54229,Women,Handbags,Summer,Casual
54252,Men,Shirts,Summer,Formal
54280,Men,Shirts,Summer,Formal
54302,Men,Bra,Summer,Casual
54303,Men,Briefs,Summer,Casual
54304,Men,Briefs,Summer,Casual
54305,Men,Bra,Summer,Casual
54306,Men,Briefs,Summer,Casual
54307,Men,Briefs,Summer,Casual
54311,Men,Briefs,Summer,Casual
54318,Women,Bra,Summer,Casual
54319,Men,Briefs,Summer,Casual
54320,Men,Briefs,Summer,Casual
54325,Women,Bra,Summer,Casual
54326,Men,Briefs,Summer,Casual
54327,Men,Bra,Summer,Casual
54328,Men,Briefs,Summer,Casual
54329,Men,Briefs,Summer,Casual
54330,Men,Briefs,Summer,Casual
54332,Men,Briefs,Summer,Casual
54334,Women,Jeans,Summer,Casual
54338,Women,Tops,Summer,Casual
54339,Men,Socks,Summer,Casual
54340,Men,Socks,Summer,Casual
54341,Men,Socks,Summer,Casual
54342,Women,Leggings,Summer,Casual
54343,Women,Formal Shoes,Summer,Casual
54344,Women,Socks,Summer,Casual
54345,Women,Socks,Summer,Casual
54346,Men,Socks,Summer,Casual
54375,Women,Earrings,Summer,Casual
54380,Women,Handbags,Summer,Casual
54381,Women,Wallets,Summer,Casual
54382,Women,Handbags,Winter,Casual
54383,Women,Wallets,Summer,Casual
54384,Women,Handbags,Winter,Casual
54385,Women,Duffel Bag,Summer,Casual
54386,Women,Duffel Bag,Winter,Casual
54387,Women,Handbags,Winter,Casual
54388,Women,Handbags,Winter,Casual
54389,Women,Wallets,Summer,Casual
54390,Women,Wallets,Summer,Casual
54391,Women,Handbags,Winter,Casual
54392,Women,Handbags,Winter,Casual
54393,Women,Handbags,Summer,Casual
54394,Women,Handbags,Summer,Casual
54395,Women,Wallets,Summer,Casual
54396,Women,Wallets,Winter,Casual
54397,Women,Handbags,Summer,Casual
54398,Women,Handbags,Winter,Casual
54399,Women,Wallets,Summer,Casual
54400,Women,Wallets,Summer,Casual
54401,Women,Wallets,Summer,Casual
54402,Women,Wallets,Winter,Casual
54403,Women,Wallets,Summer,Casual
54404,Women,Wallets,Summer,Casual
54405,Women,Wallets,Summer,Casual
54406,Women,Handbags,Winter,Casual
54407,Women,Handbags,Summer,Casual
54408,Women,Tshirts,Winter,Casual
54409,Men,Caps,Winter,Casual
54410,Women,Wallets,Winter,Casual
54411,Women,Wallets,Summer,Casual
54412,Women,Wallets,Summer,Casual
54475,Women,Handbags,Winter,Casual
54476,Women,Handbags,Winter,Casual
54477,Men,Briefs,Summer,Casual
54478,Men,Briefs,Summer,Casual
54479,Men,Briefs,Summer,Casual
54480,Men,Briefs,Summer,Casual
54481,Men,Briefs,Summer,Casual
54482,Men,Briefs,Summer,Casual
54483,Men,Briefs,Summer,Casual
54484,Men,Briefs,Summer,Casual
54485,Men,Briefs,Summer,Casual
54486,Men,Briefs,Summer,Casual
54487,Women,Handbags,Summer,Casual
54488,Women,Duffel Bag,Summer,Casual
54489,Women,Duffel Bag,Summer,Casual
54490,Women,Messenger Bag,Summer,Casual
54491,Women,Handbags,Winter,Casual
54492,Women,Handbags,Winter,Casual
54493,Women,Handbags,Summer,Casual
54494,Women,Handbags,Summer,Casual
54495,Women,Handbags,Winter,Casual
54496,Women,Handbags,Winter,Casual
54497,Women,Duffel Bag,Winter,Casual
54498,Women,Handbags,Winter,Casual
54499,Women,Handbags,Winter,Casual
54500,Women,Messenger Bag,Winter,Casual
54501,Women,Handbags,Summer,Casual
54502,Women,Handbags,Winter,Casual
54503,Unisex,Backpacks,Winter,Casual
54504,Women,Handbags,Summer,Casual
54505,Women,Handbags,Winter,Casual
54506,Women,Handbags,Summer,Casual
54507,Women,Handbags,Winter,Casual
54508,Women,Handbags,Summer,Casual
54509,Women,Handbags,Winter,Casual
54510,Women,Handbags,Winter,Casual
54511,Women,Messenger Bag,Summer,Casual
54512,Women,Handbags,Winter,Casual
54513,Men,Sports Shoes,Fall,Casual
54514,Men,Sports Shoes,Summer,Casual
54515,Men,Sports Shoes,Fall,Sports
54516,Men,Sports Shoes,Fall,Sports
54517,Men,Travel Accessory,Summer,Sports
54518,Men,Sports Shoes,Fall,Sports
54519,Men,Casual Shoes,Summer,Casual
54520,Men,Casual Shoes,Summer,Casual
54521,Men,Sports Shoes,Fall,Sports
54522,Men,Sports Shoes,Summer,Sports
54523,Men,Sports Shoes,Summer,Sports
54524,Men,Sports Shoes,Fall,Sports
54525,Men,Sports Shoes,Fall,Casual
54526,Men,Sports Shoes,Fall,Sports
54527,Men,Sports Shoes,Summer,Casual
54528,Men,Casual Shoes,Summer,Sports
54529,Men,Sports Shoes,Fall,Sports
54530,Men,Sports Shoes,Fall,Sports
54533,Men,Sports Shoes,Fall,Sports
54534,Men,Sports Shoes,Summer,Sports
54535,Men,Sports Shoes,Summer,Sports
54536,Men,Sports Shoes,Fall,Casual
54537,Men,Sports Shoes,Summer,Sports
54538,Men,Sports Shoes,Fall,Sports
54539,Men,Sports Shoes,Fall,Casual
54540,Men,Sports Shoes,Fall,Sports
54541,Men,Sports Shoes,Summer,Casual
54542,Men,Sports Shoes,Summer,Casual
54543,Men,Sports Shoes,Summer,Sports
54544,Men,Sports Shoes,Fall,Casual
54545,Women,Handbags,Summer,Casual
54546,Men,Backpacks,Summer,Casual
54547,Women,Dresses,Summer,Ethnic
54548,Women,Kurtas,Summer,Ethnic
54549,Women,Dresses,Summer,Ethnic
54550,Women,Kurtas,Summer,Ethnic
54551,Women,Kurtis,Summer,Casual
54553,Women,Kurtas,Summer,Ethnic
54554,Women,Dresses,Summer,Ethnic
54555,Women,Dupatta,Summer,Ethnic
54556,Women,Kurtas,Summer,Ethnic
54557,Women,Dresses,Summer,Ethnic
54558,Women,Kurtas,Summer,Ethnic
54559,Women,Kurtas,Summer,Ethnic
54561,Women,Kurtas,Summer,Ethnic
54562,Women,Kurtas,Summer,Ethnic
54563,Women,Kurtas,Summer,Ethnic
54564,Women,Kurtas,Summer,Ethnic
54565,Women,Kurtas,Summer,Casual
54566,Women,Kurtas,Summer,Casual
54567,Women,Kurtas,Summer,Ethnic
54568,Women,Kurtas,Summer,Ethnic
54569,Women,Kurtas,Summer,Casual
54570,Women,Kurtas,Summer,Ethnic
54571,Women,Kurtas,Summer,Ethnic
54572,Women,Kurtas,Summer,Ethnic
54573,Women,Tops,Summer,Ethnic
54574,Women,Tops,Summer,Ethnic
54575,Women,Tops,Summer,Ethnic
54576,Women,Kurtas,Summer,Ethnic
54577,Women,Kurtas,Summer,Ethnic
54578,Women,Kurtas,Summer,Ethnic
54579,Women,Kurtas,Summer,Ethnic
54580,Women,Tunics,Summer,Ethnic
54581,Women,Kurtas,Summer,Casual
54582,Men,Kurtas,Summer,Casual
54584,Women,Kurtas,Summer,Ethnic
54585,Women,Kurtas,Summer,Ethnic
54586,Men,Kurtas,Fall,Casual
54587,Women,Kurtas,Summer,Casual
54588,Women,Dupatta,Summer,Ethnic
54589,Women,Kurtis,Summer,Ethnic
54590,Women,Kurtis,Summer,Ethnic
54595,Women,Kurtas,Summer,Ethnic
54596,Women,Kurtas,Summer,Ethnic
54597,Women,Kurtas,Summer,Ethnic
54598,Women,Kurtas,Summer,Casual
54599,Women,Kurtas,Summer,Ethnic
54600,Men,Briefs,Summer,Casual
54601,Men,Briefs,Summer,Casual
54602,Men,Briefs,Summer,Casual
54603,Men,Briefs,Summer,Casual
54604,Men,Briefs,Summer,Casual
54605,Women,Briefs,Summer,Casual
54606,Men,Briefs,Summer,Casual
54607,Men,Briefs,Summer,Casual
54608,Men,Briefs,Summer,Casual
54609,Men,Briefs,Summer,Casual
54610,Men,Briefs,Summer,Casual
54611,Men,Briefs,Summer,Casual
54612,Women,Wallets,Summer,Casual
54613,Men,Briefs,Summer,Casual
54614,Women,Briefs,Summer,Casual
54615,Men,Briefs,Summer,Casual
54616,Men,Briefs,Summer,Casual
54617,Men,Briefs,Summer,Casual
54618,Men,Briefs,Summer,Casual
54619,Men,Watches,Winter,Casual
54620,Men,Watches,Winter,Casual
54621,Men,Watches,Winter,Casual
54622,Men,Watches,Winter,Casual
54623,Men,Watches,Winter,Casual
54625,Men,Watches,Winter,Casual
54626,Men,Watches,Winter,Casual
54627,Men,Watches,Winter,Casual
54628,Men,Watches,Winter,Casual
54629,Men,Watches,Winter,Casual
54630,Men,Watches,Winter,Casual
54631,Women,Watches,Winter,Casual
54632,Men,Watches,Winter,Casual
54633,Men,Watches,Winter,Casual
54634,Men,Watches,Winter,Casual
54635,Men,Watches,Winter,Casual
54636,Men,Watches,Winter,Casual
54637,Men,Watches,Winter,Casual
54638,Men,Watches,Winter,Casual
54639,Men,Watches,Winter,Casual
54640,Men,Watches,Winter,Casual
54641,Women,Free Gifts,Winter,Casual
54642,Men,Watches,Winter,Casual
54643,Men,Watches,Winter,Casual
54644,Men,Watches,Winter,Casual
54645,Men,Watches,Winter,Casual
54646,Women,Watches,Winter,Casual
54647,Women,Watches,Winter,Casual
54648,Men,Watches,Winter,Casual
54649,Women,Watches,Winter,Casual
54650,Women,Socks,Winter,Casual
54651,Women,Watches,Summer,Casual
54652,Women,Socks,Winter,Casual
54653,Women,Watches,Winter,Casual
54654,Women,Watches,Winter,Casual
54655,Men,Watches,Winter,Casual
54656,Women,Socks,Winter,Casual
54657,Men,Socks,Winter,Casual
54658,Women,Watches,Winter,Casual
54659,Men,Socks,Winter,Casual
54660,Women,Watches,Winter,Casual
54661,Women,Watches,Winter,Casual
54662,Men,Watches,Winter,Casual
54663,Women,Watches,Winter,Casual
54664,Men,Watches,Winter,Casual
54665,Men,Watches,Winter,Casual
54666,Men,Watches,Winter,Casual
54667,Men,Watches,Winter,Casual
54668,Women,Watches,Winter,Casual
54669,Women,Watches,Winter,Casual
54670,Men,Tshirts,Winter,Casual
54671,Men,Watches,Winter,Casual
54672,Men,Watches,Winter,Casual
54674,Women,Watches,Winter,Casual
54675,Men,Watches,Winter,Casual
54676,Men,Watches,Winter,Casual
54677,Men,Watches,Winter,Casual
54678,Women,Watches,Winter,Casual
54679,Women,Tshirts,Winter,Casual
54680,Women,Stoles,Summer,Casual
54681,Women,Kurtas,Summer,Ethnic
54682,Women,Kurtas,Summer,Casual
54683,Women,Dresses,Summer,Casual
54684,Men,Kurtas,Summer,Casual
54685,Men,Kurtas,Summer,Casual
54686,Women,Kurta Sets,Summer,Casual
54687,Men,Kurtas,Summer,Casual
54688,Women,Kurta Sets,Summer,Casual
54689,Women,Kurta Sets,Summer,Casual
54690,Men,Kurtas,Summer,Casual
54691,Women,Dupatta,Summer,Ethnic
54692,Men,Kurtas,Summer,Casual
54693,Men,Kurtas,Summer,Casual
54694,Men,Kurtas,Summer,Casual
54695,Women,Kurtas,Summer,Casual
54696,Men,Tops,Summer,Ethnic
54697,Women,Kurtas,Summer,Ethnic
54698,Women,Dresses,Summer,Casual
54699,Women,Tunics,Summer,Casual
54700,Women,Kurtas,Summer,Casual
54702,Women,Kurtis,Summer,Casual
54703,Women,Night suits,Summer,Casual
54704,Women,Kurta Sets,Summer,Casual
54705,Women,Kurta Sets,Summer,Ethnic
54706,Men,Kurtas,Summer,Ethnic
54708,Men,Kurtas,Summer,Ethnic
54710,Women,Kurtas,Summer,Casual
54711,Women,Kurtas,Summer,Casual
54712,Women,Dupatta,Summer,Casual
54713,Women,Kurta Sets,Summer,Casual
54714,Women,Deodorant,Summer,Casual
54715,Women,Kurta Sets,Summer,Ethnic
54716,Men,Kurtas,Summer,Casual
54717,Women,Dresses,Summer,Casual
54718,Women,Dresses,Summer,Casual
54719,Men,Kurtas,Summer,Casual
54720,Men,Dupatta,Summer,Casual
54721,Women,Kurta Sets,Summer,Casual
54722,Women,Kurta Sets,Summer,Casual
54723,Women,Kurta Sets,Summer,Casual
54724,Women,Kurta Sets,Summer,Casual
54725,Women,Kurtas,Summer,Ethnic
54726,Women,Kurtas,Summer,Casual
54727,Women,Tunics,Summer,Casual
54728,Men,Casual Shoes,Summer,Casual
54729,Men,Sports Shoes,Summer,Casual
54730,Men,Casual Shoes,Summer,Formal
54731,Men,Casual Shoes,Summer,Casual
54732,Men,Casual Shoes,Summer,Casual
54733,Men,Casual Shoes,Summer,Casual
54734,Men,Casual Shoes,Summer,Casual
54735,Men,Casual Shoes,Summer,Casual
54736,Men,Casual Shoes,Summer,Casual
54737,Men,Casual Shoes,Summer,Casual
54738,Men,Formal Shoes,Winter,Casual
54739,Men,Casual Shoes,Summer,Sports
54740,Men,Heels,Summer,Casual
54741,Men,Casual Shoes,Summer,Casual
54742,Men,Casual Shoes,Summer,Casual
54744,Women,Kurtas,Summer,Ethnic
54767,Women,Kurtas,Summer,Ethnic
54792,Men,Jeans,Summer,Casual
54794,Women,Lounge Pants,Summer,Casual
54796,Women,Jeans,Summer,Casual
54800,Men,Jeans,Summer,Casual
54804,Women,Handbags,Summer,Casual
54805,Women,Handbags,Summer,Casual
54807,Women,Handbags,Summer,Casual
54808,Women,Sports Shoes,Winter,Casual
54812,Women,Handbags,Summer,Casual
54813,Unisex,Backpacks,Summer,Casual
54819,Women,Handbags,Winter,Casual
54823,Women,Handbags,Summer,Casual
54827,Women,Messenger Bag,Winter,Casual
54828,Men,Mobile Pouch,Summer,Casual
54829,Men,Messenger Bag,Winter,Casual
54831,Women,Duffel Bag,Summer,Casual
54834,Women,Handbags,Summer,Casual
54836,Women,Duffel Bag,Summer,Casual
54838,Women,Messenger Bag,Summer,Casual
54842,Men,Sports Shoes,Winter,Casual
54849,Men,Jewellery Set,Summer,Casual
54850,Women,Jewellery Set,Winter,Casual
54851,Women,Jewellery Set,Summer,Casual
54852,Women,Necklace and Chains,Summer,Casual
54853,Women,Necklace and Chains,Winter,Casual
54854,Men,Jewellery Set,Summer,Casual
54856,Men,Necklace and Chains,Summer,Casual
54857,Women,Necklace and Chains,Summer,Casual
54858,Women,Necklace and Chains,Winter,Casual
54859,Women,Handbags,Summer,Casual
54860,Women,Night suits,Summer,Casual
54861,Women,Jewellery Set,Winter,Casual
54862,Women,Jewellery Set,Winter,Casual
54863,Women,Necklace and Chains,Summer,Casual
54864,Women,Necklace and Chains,Summer,Casual
54865,Women,Necklace and Chains,Summer,Casual
54866,Women,Necklace and Chains,Winter,Casual
54867,Women,Necklace and Chains,Summer,Casual
54868,Women,Necklace and Chains,Summer,Casual
54869,Women,Necklace and Chains,Summer,Casual
54870,Women,Necklace and Chains,Summer,Casual
54871,Women,Necklace and Chains,Summer,Casual
54872,Women,Necklace and Chains,Winter,Casual
54873,Men,Necklace and Chains,Winter,Casual
54874,Men,Necklace and Chains,Winter,Casual
54875,Women,Jewellery Set,Summer,Casual
54876,Women,Necklace and Chains,Summer,Casual
54877,Women,Jewellery Set,Winter,Casual
54878,Women,Necklace and Chains,Winter,Casual
54879,Women,Necklace and Chains,Winter,Casual
54880,Men,Jewellery Set,Summer,Casual
54881,Women,Necklace and Chains,Winter,Casual
54882,Women,Necklace and Chains,Summer,Casual
54883,Women,Necklace and Chains,Summer,Casual
54884,Women,Jewellery Set,Winter,Casual
54885,Women,Necklace and Chains,Winter,Casual
54886,Women,Necklace and Chains,Summer,Casual
54888,Women,Necklace and Chains,Winter,Casual
54889,Men,Sweatshirts,Summer,Casual
54890,Men,Tops,Summer,Casual
54891,Men,Tshirts,Summer,Casual
54894,Men,Lounge Pants,Summer,Casual
54896,Men,Track Pants,Summer,Sports
54897,Men,Tops,Summer,Casual
54899,Women,Tops,Summer,Casual
54900,Men,Tshirts,Summer,Casual
54901,Men,Shirts,Summer,Casual
54902,Men,Tshirts,Summer,Casual
54903,Men,Tshirts,Summer,Casual
54904,Men,Tshirts,Summer,Casual
54905,Men,Tshirts,Summer,Casual
54906,Men,Tshirts,Summer,Casual
54907,Boys,Tshirts,Summer,Casual
54908,Men,Tshirts,Summer,Casual
54909,Women,Tshirts,Summer,Casual
54911,Men,Tshirts,Summer,Casual
54913,Men,Shirts,Summer,Casual
54914,Women,Tops,Summer,Casual
54915,Men,Tshirts,Summer,Casual
54918,Women,Lounge Shorts,Summer,Casual
54919,Men,Lounge Pants,Summer,Casual
54921,Women,Lounge Shorts,Summer,Casual
54923,Girls,Capris,Summer,Casual
54924,Men,Boxers,Summer,Casual
54925,Men,Boxers,Summer,Casual
54926,Men,Tshirts,Summer,Casual
54927,Men,Tshirts,Summer,Casual
54928,Men,Tshirts,Summer,Casual
54929,Men,Tshirts,Summer,Casual
54930,Men,Tshirts,Summer,Casual
54931,Men,Tshirts,Summer,Casual
54932,Women,Tops,Summer,Casual
54933,Women,Rompers,Summer,Casual
54934,Women,Tops,Summer,Casual
54935,Men,Tops,Summer,Casual
54936,Men,Tshirts,Summer,Casual
54937,Men,Tops,Summer,Casual
54938,Women,Stoles,Summer,Casual
54939,Women,Tops,Summer,Casual
54940,Women,Tshirts,Summer,Casual
54941,Women,Tops,Summer,Casual
54942,Men,Tshirts,Summer,Casual
54943,Men,Tshirts,Summer,Casual
54944,Men,Tshirts,Summer,Casual
54945,Men,Tshirts,Summer,Casual
54946,Men,Tshirts,Summer,Casual
54947,Men,Tshirts,Summer,Casual
54948,Men,Shirts,Summer,Casual
54949,Men,Shirts,Summer,Casual
54950,Men,Tshirts,Summer,Casual
54951,Men,Tshirts,Summer,Casual
54953,Men,Shirts,Summer,Casual
54954,Men,Tshirts,Summer,Casual
54955,Men,Tshirts,Summer,Casual
54957,Girls,Tshirts,Summer,Casual
54958,Men,Tshirts,Summer,Casual
54959,Women,Tshirts,Summer,Casual
54960,Men,Tshirts,Summer,Casual
54961,Men,Tshirts,Summer,Casual
54964,Women,Tops,Summer,Casual
54965,Men,Tshirts,Summer,Casual
54966,Men,Casual Shoes,Summer,Casual
54967,Men,Tops,Spring,Casual
54968,Men,Deodorant,Spring,Casual
54969,Men,Deodorant,Spring,Casual
54970,Women,Perfume and Body Mist,Spring,Casual
54971,Women,Dresses,Summer,Ethnic
54972,Women,Innerwear Vests,Summer,Ethnic
54973,Women,Dresses,Summer,Casual
54974,Women,Dresses,Summer,Casual
54975,Men,Tshirts,Summer,Casual
54976,Women,Dresses,Summer,Casual
54977,Women,Jeans,Summer,Casual
54978,Women,Night suits,Summer,Casual
54979,Men,Shirts,Summer,Casual
54980,Women,Kurta Sets,Summer,Casual
54981,Women,Tops,Summer,Casual
54982,Women,Jeans,Summer,Casual
54983,Women,Night suits,Summer,Casual
54984,Women,Jeans,Summer,Casual
54985,Women,Jeans,Summer,Casual
54986,Men,Tops,Summer,Casual
54987,Women,Tops,Summer,Ethnic
54988,Women,Kurtis,Summer,Casual
54989,Women,Tunics,Summer,Casual
54990,Women,Kurta Sets,Winter,Casual
54991,Women,Kurtas,Summer,Ethnic
54992,Women,Dresses,Summer,Casual
54993,Men,Shirts,Fall,Casual
54995,Women,Lip Liner,Spring,Casual
54997,Women,Lip Liner,Spring,Casual
55000,Women,Lip Liner,Spring,Casual
55001,Women,Lip Liner,Spring,Casual
55002,Women,Lip Liner,Spring,Casual
55003,Women,Lip Liner,Spring,Casual
55004,Men,Briefs,Winter,Casual
55005,Women,Earrings,Spring,Casual
55006,Women,Lipstick,Spring,Casual
55007,Women,Lipstick,Spring,Casual
55008,Women,Lipstick,Spring,Casual
55009,Women,Lip Gloss,Spring,Casual
55010,Women,Lip Gloss,Spring,Casual
55012,Women,Kajal and Eyeliner,Spring,Casual
55013,Men,Kajal and Eyeliner,Spring,Formal
55015,Women,Kajal and Eyeliner,Spring,Casual
55016,Men,Kajal and Eyeliner,Spring,Formal
55018,Women,Kajal and Eyeliner,Spring,Casual
55020,Women,Kajal and Eyeliner,Spring,Casual
55021,Women,Lipstick,Spring,Casual
55022,Women,Lipstick,Spring,Casual
55023,Women,Lipstick,Spring,Casual
55024,Women,Lipstick,Spring,Casual
55025,Women,Lipstick,Spring,Casual
55026,Women,Lipstick,Spring,Casual
55027,Women,Lipstick,Spring,Casual
55028,Women,Lipstick,Spring,Casual
55029,Women,Lipstick,Spring,Casual
55030,Women,Lipstick,Spring,Casual
55031,Women,Lipstick,Spring,Casual
55032,Women,Lipstick,Spring,Casual
55033,Women,Lipstick,Spring,Casual
55034,Women,Lipstick,Spring,Casual
55035,Women,Lipstick,Spring,Casual
55036,Women,Lipstick,Spring,Casual
55037,Women,Lipstick,Spring,Casual
55038,Women,Lipstick,Spring,Casual
55039,Women,Lipstick,Spring,Casual
55040,Women,Lipstick,Summer,Casual
55041,Men,Lip Liner,Spring,Casual
55042,Women,Lipstick,Spring,Casual
55043,Women,Lipstick,Spring,Casual
55044,Women,Lipstick,Spring,Casual
55045,Men,Wallets,Spring,Casual
55046,Men,Wallets,Spring,Casual
55047,Women,Wallets,Summer,Casual
55048,Men,Wallets,Spring,Casual
55049,Men,Wallets,Spring,Casual
55050,Men,Wallets,Spring,Casual
55051,Men,Wallets,Spring,Casual
55052,Men,Wallets,Spring,Casual
55053,Men,Wallets,Spring,Casual
55054,Men,Wallets,Spring,Casual
55055,Men,Wallets,Spring,Casual
55056,Men,Wallets,Spring,Casual
55057,Men,Lipstick,Summer,Casual
55058,Men,Wallets,Spring,Casual
55059,Men,Wallets,Spring,Casual
55060,Men,Wallets,Spring,Casual
55061,Men,Wallets,Spring,Casual
55062,Men,Wallets,Spring,Casual
55063,Men,Wallets,Spring,Casual
55064,Men,Wallets,Spring,Casual
55065,Men,Wallets,Spring,Casual
55066,Men,Wallets,Spring,Casual
55067,Men,Wallets,Spring,Casual
55068,Men,Lip Gloss,Summer,Casual
55069,Women,Perfume and Body Mist,Spring,Casual
55070,Men,Kajal and Eyeliner,Spring,Casual
55071,Men,Lipstick,Spring,Casual
55072,Men,Lipstick,Spring,Casual
55073,Men,Kajal and Eyeliner,Spring,Casual
55074,Men,Kajal and Eyeliner,Spring,Casual
55075,Men,Kajal and Eyeliner,Spring,Casual
55078,Men,Duffel Bag,Summer,Casual
55079,Men,Duffel Bag,Summer,Casual
55080,Men,Tshirts,Summer,Casual
55081,Women,Perfume and Body Mist,Winter,Casual
55083,Men,Sports Shoes,Winter,Casual
55086,Women,Perfume and Body Mist,Spring,Casual
55087,Women,Perfume and Body Mist,Spring,Casual
55089,Men,Tshirts,Winter,Casual
55090,Men,Tshirts,Winter,Casual
55093,Men,Sports Shoes,Winter,Casual
55094,Women,Lipstick,Spring,Casual
55095,Women,Lipstick,Spring,Casual
55097,Women,Perfume and Body Mist,Spring,Casual
55098,Women,Shoe Accessories,Winter,Casual
55099,Women,Lipstick,Spring,Casual
55100,Women,Flip Flops,Winter,Casual
55101,Men,Backpacks,Summer,Casual
55107,Men,Sports Shoes,Winter,Casual
55108,Men,Sports Shoes,Winter,Casual
55109,Women,Wallets,Summer,Casual
55110,Women,Casual Shoes,Summer,Casual
55111,Women,Casual Shoes,Summer,Casual
55112,Women,Casual Shoes,Summer,Casual
55113,Men,Highlighter and Blush,Summer,Sports
55114,Men,Highlighter and Blush,Summer,Sports
55115,Men,Highlighter and Blush,Summer,Sports
55116,Men,Accessory Gift Set,Summer,Casual
55117,Men,Accessory Gift Set,Summer,Casual
55118,Men,Accessory Gift Set,Summer,Casual
55119,Women,Wallets,Winter,Casual
55120,Women,Heels,Spring,Casual
55121,Women,Perfume and Body Mist,Spring,Casual
55122,Women,Lipstick,Spring,Casual
55123,Men,Heels,Spring,Casual
55124,Women,Heels,Spring,Casual
55125,Women,Heels,Spring,Casual
55126,Women,Lipstick,Spring,Casual
55127,Women,Nail Polish,Spring,Casual
55128,Women,Lipstick,Spring,Casual
55129,Women,Lipstick,Spring,Casual
55130,Men,Nail Polish,Spring,Casual
55131,Women,Perfume and Body Mist,Spring,Casual
55132,Men,Kajal and Eyeliner,Spring,Casual
55133,Women,Heels,Spring,Casual
55134,Men,Lipstick,Spring,Casual
55135,Women,Perfume and Body Mist,Spring,Casual
